32 6.057000e+003 7.900000e+002 4.478000e+003 1.422200e+004 3.687000e+003 9.218000e+003 3.845200e+004
64 7.374000e+003 1.581000e+003 1.106200e+004 5.372700e+004 1.790900e+004 3.529100e+004 1.269440e+005
128 9.745000e+003 2.634000e+003 2.370300e+004 2.299210e+005 7.558600e+004 1.422190e+005 4.838080e+005
256 1.685500e+004 7.638000e+003 4.898700e+004 9.109910e+005 3.144620e+005 5.048770e+005 1.803810e+006
512 1.343100e+004 1.158800e+004 1.066640e+005 3.807517e+006 1.232565e+006 2.064546e+006 7.236311e+006
1024 1.343200e+004 2.949700e+004 2.338710e+005 1.498488e+007 5.130944e+006 7.801237e+006 2.819386e+007
2048 1.106100e+004 4.714300e+004 5.225230e+005 6.138987e+007 2.113268e+007 3.337273e+007 1.164760e+008
4096 1.553900e+004 1.158820e+005 1.089555e+006 2.454678e+008 8.339825e+007 1.287134e+008 4.588005e+008
8192 1.869900e+004 2.462500e+005 2.391913e+006 9.802223e+008 3.760109e+008 4.972312e+008 1.856121e+009
16384 3.107700e+004 4.477270e+005 4.881007e+006 3.912148e+009 1.527884e+009 2.015919e+009 7.461311e+009
32768 5.425400e+004 9.989570e+005 1.023371e+007 1.570495e+010 6.092854e+009 8.020387e+009 2.982948e+010
