32 5.004000e+003 7.900000e+002 4.740000e+003 1.580000e+003 2.897000e+003 2.106000e+003 1.711700e+004
64 8.955000e+003 1.054000e+003 9.744000e+003 4.740000e+003 1.132500e+004 6.058000e+003 4.187600e+004
128 1.553900e+004 2.107000e+003 2.186000e+004 2.528300e+004 4.714300e+004 2.080600e+004 1.327380e+005
256 1.553800e+004 4.214000e+003 4.503600e+004 1.056110e+005 2.180690e+005 8.164400e+004 4.701120e+005
512 1.843500e+004 7.374000e+003 1.256270e+005 3.763540e+005 7.440160e+005 3.452770e+005 1.617083e+006
1024 1.764500e+004 1.422100e+004 2.033210e+005 1.530434e+006 3.079568e+006 1.378470e+006 6.223659e+006
2048 2.265000e+004 3.687200e+004 4.382450e+005 6.145176e+006 1.286581e+007 5.616859e+006 2.512562e+007
4096 2.581000e+004 7.005600e+004 9.444390e+005 2.549723e+007 5.093888e+007 2.325017e+007 1.007266e+008
8192 2.475700e+004 1.606550e+005 1.981321e+006 1.040961e+008 2.042675e+008 9.266777e+007 4.031981e+008
16384 2.923400e+004 3.144620e+005 4.241549e+006 4.102309e+008 8.107866e+008 3.718976e+008 1.597500e+009
32768 5.820400e+004 6.120680e+005 8.886052e+006 1.628157e+009 3.255899e+009 1.474140e+009 6.367752e+009
