32 5.004000e+003 6.231220e+005 5.004000e+003 1.264100e+004 3.950000e+003 9.744000e+003 6.594650e+005
64 6.321000e+003 7.540140e+005 1.053400e+004 5.346300e+004 1.790800e+004 5.030300e+004 8.925430e+005
128 1.264200e+004 1.443504e+006 2.317600e+004 2.530940e+005 7.664000e+004 1.411630e+005 1.950219e+006
256 2.133200e+004 2.784295e+006 5.662400e+004 8.875400e+005 3.202520e+005 5.380550e+005 4.608098e+006
512 1.606500e+004 5.664982e+006 1.074530e+005 3.561222e+006 1.161704e+006 1.944951e+006 1.245638e+007
1024 1.474800e+004 1.132680e+007 2.372920e+005 1.519090e+007 5.135619e+006 7.991549e+006 3.989691e+007
2048 1.211400e+004 2.256880e+007 5.038180e+005 6.127820e+007 2.120010e+007 3.197831e+007 1.375413e+008
4096 1.896200e+004 4.583605e+007 1.066102e+006 2.444481e+008 8.434819e+007 1.286383e+008 5.043557e+008
8192 2.133200e+004 9.081775e+007 2.269680e+006 9.869700e+008 3.605183e+008 5.034542e+008 1.944051e+009
16384 3.107700e+004 1.832052e+008 4.872781e+006 3.932384e+009 1.545311e+009 2.002564e+009 7.668369e+009
32768 5.214600e+004 3.712863e+008 1.036816e+007 1.589029e+010 6.314022e+009 8.095723e+009 3.068174e+010
