32 8.428000e+003 4.511470e+005 4.213000e+003 3.951000e+003 7.111000e+003 5.794000e+003 4.806440e+005
64 8.428000e+003 3.755600e+005 9.218000e+003 2.080600e+004 2.897100e+004 2.028000e+004 4.632630e+005
128 9.218000e+003 7.511210e+005 2.080600e+004 6.162800e+004 1.187780e+005 6.768500e+004 1.029236e+006
256 1.264200e+004 1.505666e+006 4.292800e+004 2.520410e+005 4.867010e+005 2.931270e+005 2.593105e+006
512 1.685500e+004 2.996846e+006 9.639200e+004 9.857800e+005 1.988153e+006 1.107456e+006 7.191482e+006
1024 1.527600e+004 6.043731e+006 2.048990e+005 4.008173e+006 7.895197e+006 4.181204e+006 2.234848e+007
2048 1.711800e+004 1.224996e+007 4.448250e+005 1.585676e+007 3.268745e+007 1.699609e+007 7.825221e+007
4096 2.607300e+004 2.451757e+007 9.631310e+005 6.452660e+007 1.292818e+008 6.718186e+007 2.864970e+008
8192 2.581000e+004 4.899220e+007 1.985256e+006 2.605373e+008 5.182658e+008 2.585994e+008 1.088406e+009
16384 3.845200e+004 9.725699e+007 4.188579e+006 1.045670e+009 2.075882e+009 1.037046e+009 4.260082e+009
32768 5.794100e+004 1.957697e+008 8.903363e+006 4.188776e+009 8.301268e+009 4.095289e+009 1.679006e+010
